Rapporti parziali:
[1.0, 0.5453938338365005, -0.03271550234132312, 0.9511920526493984]
[1.0, 0.5456027963159599, -0.03219373628141802, 0.9524359883290535]
[1.0, 0.5455283177159893, -0.03209776976068464, 0.9522382733538922]
[1.0, 0.5451285825195267, -0.0332180072728954, 0.949871515863327]
[1.0, 0.5452193038160436, -0.032861749279678235, 0.9505942432597697]
[1.0, 0.5454943017163963, -0.03213665267570827, 0.9521822066143454]
[1.0, 0.5454703726238413, -0.031233491500318088, 0.953044189426952]
[1.0, 0.5457300223277636, -0.03097866939102529, 0.9538662041201039]
[1.0, 0.5455294254999091, -0.03199126846900046, 0.9523972742311301]
[1.0, 0.5454690995764954, -0.032144047620563554, 0.9519535583683395]
[1.0, 0.5454539094495789, -0.031483312700275136, 0.9526933520411104]
[1.0, 0.5452079370817687, -0.03187946114063668, 0.9516605820693401]
[1.0, 0.5452921953304731, -0.03200755602443436, 0.9516374720725375]
[1.0, 0.5452130365240015, -0.03302466910287107, 0.9504135859113723]
[1.0, 0.5453525078130192, -0.03303353877528002, 0.9505594009080894]
[1.0, 0.5453342094700476, -0.0326637961557462, 0.9510037004349225]
[1.0, 0.5453276347868976, -0.03205482959789139, 0.9518742406955275]
[1.0, 0.5454329391145804, -0.03184131653635914, 0.9523126619984792]
[1.0, 0.5452777978129038, -0.03149088198151551, 0.9522653215027401]
[1.0, 0.545213658592944, -0.03295472797238801, 0.9504694089162965]
[1.0, 0.5455347738537552, -0.032076866809705944, 0.9522229606724997]
[1.0, 0.5451936759403667, -0.03208538976148771, 0.9514490955630336]
[1.0, 0.5453411336162303, -0.03259836506098503, 0.9512792612576187]
[1.0, 0.5451625563109082, -0.03274265749821512, 0.9505901333382983]
[1.0, 0.5451265333126952, -0.03306087250108452, 0.9502186486060495]
[1.0, 0.5454376809394613, -0.032147988695681994, 0.9519354136262261]
[1.0, 0.5454652243071764, -0.03231876566979427, 0.9518386514578552]
[1.0, 0.5452959259168828, -0.03210900207490363, 0.9517312522458431]
[1.0, 0.5450792644899651, -0.033122443659513646, 0.9500364642485256]
[1.0, 0.5454243948373355, -0.032347049713182675, 0.9517298182782605]
[1.0, 0.5454624639830171, -0.03189389782479432, 0.9523032597574034]
[1.0, 0.5453936097929964, -0.03237219471259951, 0.9515565687584114]
[1.0, 0.5454424384545884, -0.03193797315222174, 0.9520255646019344]
[1.0, 0.5452902133396865, -0.03193381614322612, 0.9518086163566852]
[1.0, 0.5451617902380634, -0.033502599277962605, 0.9497492549808632]
[1.0, 0.545249182116031, -0.033361875135762706, 0.9501689063647798]
[1.0, 0.5452257701875879, -0.0329419281619056, 0.9506762337329979]
[1.0, 0.545164678382757, -0.03284369183642704, 0.950667021100394]
[1.0, 0.54510828791801, -0.03278193327750753, 0.950297979789259]
[1.0, 0.5451887118450182, -0.03299726823501173, 0.9504793609867155]
[1.0, 0.5453098636118184, -0.031738042819966186, 0.9521968904434946]
[1.0, 0.5452728925923791, -0.03404281711247717, 0.9495694276049554]
[1.0, 0.5454958512046534, -0.03190213619639049, 0.9523135520086087]
[1.0, 0.5454607542355985, -0.03199849983831708, 0.9519818162353277]
[1.0, 0.5451850632895275, -0.032763422983038526, 0.9506242170400396]
[1.0, 0.545245009842431, -0.032878248924275204, 0.9504217504095839]
[1.0, 0.5453590106437267, -0.032740083871794154, 0.9512236217613852]
[1.0, 0.5454229773780964, -0.03249431860419681, 0.9515329872924984]
[1.0, 0.5454061624092005, -0.032118664907682414, 0.9520065159717024]
[1.0, 0.545144414637633, -0.03349296631779379, 0.9497255163041444]
